,ins_true_x,ins_true_y,ins_x,ins_y
708,7080,7080,7046.931561,7120.469307
709,7090,7090,7050.698679,7133.006257
710,7100,7100,7053.355066,7144.764709
711,7110,7110,7064.873049,7146.428062
712,7120,7120,7073.18856,7158.47996
713,7130,7130,7091.524936,7165.933276
714,7140,7140,7091.982356,7179.830767
715,7150,7150,7114.66567,7193.047187
716,7160,7160,7122.028988,7204.968719
717,7170,7170,7143.000399,7221.806612
718,7180,7180,7148.88733,7224.8781
719,7190,7190,7156.598273,7229.75187
720,7200,7200,7198.965981,7186.49111
721,7210,7210,7207.687954,7190.129406
722,7220,7220,7206.684039,7202.159346
723,7230,7230,7217.178042,7214.324271
724,7240,7240,7224.446861,7216.131266
725,7250,7250,7238.255365,7219.192518
726,7260,7260,7249.69176,7228.258895
727,7270,7270,7262.379708,7233.617737
728,7280,7280,7277.692426,7240.504636
729,7290,7290,7291.154281,7259.215106
730,7300,7300,7303.011515,7270.42418
731,7310,7310,7319.456361,7275.333843
732,7320,7320,7324.671,7286.357445
733,7330,7330,7337.723113,7296.890426
734,7340,7340,7346.477973,7314.579343
735,7350,7350,7363.855794,7333.196212
736,7360,7360,7378.743224,7336.606538
737,7370,7370,7390.250706,7351.184941
738,7380,7380,7402.001885,7354.951945
739,7390,7390,7407.278793,7364.495443
740,7400,7400,7416.710779,7382.117904
741,7410,7410,7429.953404,7392.869001
742,7420,7420,7430.838073,7399.289054
743,7430,7430,7444.002013,7413.650623
744,7440,7440,7458.679589,7421.072191
745,7450,7450,7471.025724,7425.494346
746,7460,7460,7480.250403,7444.981892
747,7470,7470,7494.879957,7446.507315
748,7480,7480,7515.363303,7450.123538
749,7490,7490,7521.68586,7463.604952
750,7500,7500,7536.46946,7482.759171
751,7510,7510,7545.332031,7493.431456
752,7520,7520,7557.298816,7500.386484
753,7530,7530,7568.934445,7506.915381
754,7540,7540,7590.21008,7522.908674
755,7550,7550,7610.372697,7542.323068
756,7560,7560,7626.512071,7568.06823
757,7570,7570,7630.488208,7578.981992
758,7580,7580,7644.042799,7589.019182
759,7590,7590,7659.025557,7598.391682
760,7600,7600,7672.313273,7613.572937
761,7610,7610,7686.567571,7619.127282
762,7620,7620,7693.438742,7626.313225
763,7630,7630,7700.349562,7637.250978
764,7640,7640,7704.0284,7648.589396
765,7650,7650,7710.790984,7654.965675
766,7660,7660,7717.372585,7662.234319
767,7670,7670,7727.40458,7662.810292
768,7680,7680,7731.054174,7672.106367
769,7690,7690,7748.449504,7679.343296
770,7700,7700,7764.156699,7688.673382
771,7710,7710,7768.455764,7697.772546
772,7720,7720,7786.234702,7706.979352
773,7730,7730,7795.253448,7730.288533
774,7740,7740,7806.270169,7730.999497
775,7750,7750,7816.900818,7746.134254
776,7760,7760,7829.868259,7746.316208
777,7770,7770,7841.557899,7752.938751
778,7780,7780,7850.239,7768.032404
779,7790,7790,7854.225569,7782.253689
780,7800,7800,7857.564331,7799.757952
781,7810,7810,7879.494614,7808.872338
782,7820,7820,7895.779478,7819.007705
783,7830,7830,7895.65736,7822.74564
784,7840,7840,7905.875241,7825.635141
785,7850,7850,7916.087789,7831.412144
786,7860,7860,7927.146497,7839.877253
787,7870,7870,7927.969472,7853.027577
788,7880,7880,7940.577886,7854.778074
789,7890,7890,7955.426663,7856.436059
790,7900,7900,7963.594386,7861.127851
791,7910,7910,7975.288143,7869.479628
792,7920,7920,7983.607087,7888.751584
793,7930,7930,8000.010426,7897.798492
794,7940,7940,8010.784352,7903.720043
795,7950,7950,8026.223712,7926.731904
796,7960,7960,8040.487236,7928.276033
797,7970,7970,8057.271694,7936.579551
798,7980,7980,8061.836523,7953.840753
799,7990,7990,8079.221676,7958.169278
800,8000,8000,8089.047318,7977.124203
801,8010,8010,8087.220603,7986.905443
802,8020,8020,8095.656511,8003.154723
803,8030,8030,8111.09505,8015.813913
804,8040,8040,8117.81206,8019.958466
805,8050,8050,8120.379362,8034.632194
806,8060,8060,8129.079026,8046.152904
807,8070,8070,8125.220397,8061.88037
808,8080,8080,8133.495689,8069.441337
809,8090,8090,8134.782107,8072.251751
810,8100,8100,8143.539625,8077.518593
811,8110,8110,8155.391568,8084.650697
812,8120,8120,8170.209633,8087.356177
813,8130,8130,8180.188514,8100.984517
814,8140,8140,8196.587904,8116.44202
815,8150,8150,8200.34684,8135.104979
816,8160,8160,8210.885868,8142.489341
817,8170,8170,8219.895861,8141.379563
818,8180,8180,8240.886604,8148.376319
819,8190,8190,8252.93718,8159.615555
820,8200,8200,8252.28048,8171.400485
821,8210,8210,8267.343245,8174.926153
822,8220,8220,8269.564555,8177.456402
823,8230,8230,8276.517406,8186.207288
824,8240,8240,8286.714651,8202.07545
825,8250,8250,8301.329397,8202.795329
826,8260,8260,8315.650101,8205.400532
827,8270,8270,8330.268909,8219.462853
828,8280,8280,8340.156481,8226.949537
829,8290,8290,8349.956566,8241.978327
830,8300,8300,8355.300298,8255.616943
831,8310,8310,8363.103003,8269.407943
832,8320,8320,8386.800602,8287.087009
833,8330,8330,8394.716088,8297.805254
834,8340,8340,8406.614471,8309.739032
835,8350,8350,8414.056669,8316.720511
836,8360,8360,8427.687965,8319.825301
837,8370,8370,8435.177977,8331.245607
838,8380,8380,8442.835528,8348.966935
839,8390,8390,8442.295602,8362.41667
840,8400,8400,8439.19174,8372.076272
841,8410,8410,8444.661195,8383.251166
842,8420,8420,8457.322291,8399.630209
843,8430,8430,8478.563075,8414.56788
844,8440,8440,8482.506274,8428.608055
845,8450,8450,8482.979223,8434.400012
846,8460,8460,8489.822897,8438.157298
847,8470,8470,8505.537088,8449.594141
848,8480,8480,8514.814829,8459.41804
849,8490,8490,8518.584448,8468.316813
850,8500,8500,8533.709261,8476.568452
851,8510,8510,8549.814887,8477.946251
852,8520,8520,8562.181872,8491.339666
853,8530,8530,8563.941922,8514.106643
854,8540,8540,8580.588242,8526.186155
855,8550,8550,8597.446424,8534.881204
856,8560,8560,8613.295978,8540.220146
857,8570,8570,8631.531537,8545.533787
858,8580,8580,8643.038439,8556.433082
859,8590,8590,8654.0876,8561.964877
860,8600,8600,8660.558524,8565.926352
861,8610,8610,8666.796249,8570.216925
862,8620,8620,8679.586706,8570.922756
863,8630,8630,8697.573283,8585.910274
864,8640,8640,8702.049333,8592.039869
865,8650,8650,8712.835799,8611.129697
866,8660,8660,8725.386306,8622.786361
867,8670,8670,8746.363816,8631.926362
868,8680,8680,8750.417124,8639.656429
869,8690,8690,8751.920092,8647.480386
870,8700,8700,8754.39058,8662.409492
871,8710,8710,8769.625346,8674.408212
872,8720,8720,8774.401933,8685.462155
873,8730,8730,8787.933917,8695.86956
874,8740,8740,8798.583073,8694.43142
875,8750,8750,8808.768735,8708.106363
876,8760,8760,8833.09026,8718.574678
877,8770,8770,8848.103177,8734.418031
878,8780,8780,8856.617933,8737.75814
879,8790,8790,8860.945882,8734.602427
880,8800,8800,8868.470091,8750.465075
881,8810,8810,8881.595945,8760.417382
882,8820,8820,8900.626197,8765.025493
883,8830,8830,8907.042135,8770.645174
884,8840,8840,8925.104129,8782.303172
885,8850,8850,8938.498946,8797.42243
886,8860,8860,8947.824896,8816.044932
887,8870,8870,8964.992513,8825.264077
888,8880,8880,8969.368715,8837.599366
889,8890,8890,8979.95714,8852.341777
890,8900,8900,8991.830061,8865.571728
891,8910,8910,8997.045681,8869.51465
892,8920,8920,9006.051221,8885.203874
893,8930,8930,9015.87586,8901.877309
894,8940,8940,9019.012893,8916.189351
895,8950,8950,9035.353537,8923.68566
896,8960,8960,9042.293241,8931.400946
897,8970,8970,9043.964815,8933.695549
898,8980,8980,9051.526764,8939.461511
899,8990,8990,9067.576756,8949.810189
900,9000,9000,9014.292408,9000.920587
901,9010,9010,9020.454874,9007.156695
902,9020,9020,9027.992887,9026.571621
903,9030,9030,9031.273729,9034.906423
904,9040,9040,9046.013774,9047.862367
905,9050,9050,9057.193377,9045.78522
906,9060,9060,9069.653981,9047.095144
907,9070,9070,9094.067974,9068.70075
908,9080,9080,9113.929422,9079.72149
909,9090,9090,9128.569828,9092.047554
910,9100,9100,9146.368353,9104.852804
911,9110,9110,9153.311799,9120.911194
912,9120,9120,9166.169824,9131.15143
913,9130,9130,9176.931489,9138.368158
914,9140,9140,9186.662549,9145.148636
915,9150,9150,9194.966411,9159.226277
916,9160,9160,9201.022186,9176.917326
917,9170,9170,9210.752371,9190.510304
918,9180,9180,9221.207274,9202.746551
919,9190,9190,9238.031503,9211.982295
920,9200,9200,9256.217622,9217.351534
921,9210,9210,9259.118188,9223.718328
922,9220,9220,9270.48032,9232.478557
923,9230,9230,9276.889312,9241.732119
924,9240,9240,9290.617727,9255.0297
925,9250,9250,9305.558048,9258.529351
926,9260,9260,9308.946708,9279.309701
927,9270,9270,9316.567041,9283.318955
928,9280,9280,9330.141657,9291.791398
929,9290,9290,9338.013945,9309.777943
930,9300,9300,9351.195091,9319.015648
931,9310,9310,9361.51701,9320.976791
932,9320,9320,9375.985115,9332.147335
933,9330,9330,9387.939025,9339.202367
934,9340,9340,9397.015204,9358.894755
935,9350,9350,9406.315303,9374.084388
936,9360,9360,9427.943475,9384.194095
937,9370,9370,9443.247414,9394.597862
938,9380,9380,9453.391844,9404.968854
939,9390,9390,9466.330781,9420.036425
940,9400,9400,9481.526069,9430.083899
941,9410,9410,9490.802758,9450.97997
942,9420,9420,9494.827917,9466.922979
943,9430,9430,9497.868946,9477.695195
944,9440,9440,9510.683884,9490.510641
945,9450,9450,9520.531022,9494.447791
946,9460,9460,9527.661623,9502.683411
947,9470,9470,9545.351766,9515.378356
948,9480,9480,9551.158501,9523.236729
949,9490,9490,9565.020769,9526.370593
950,9500,9500,9569.426478,9538.960303
951,9510,9510,9588.693376,9551.111358
952,9520,9520,9606.611098,9560.121415
953,9530,9530,9619.20097,9576.895298
954,9540,9540,9637.249248,9580.364573
955,9550,9550,9644.96932,9591.09748
956,9560,9560,9651.111202,9601.411862
957,9570,9570,9657.731934,9616.725469
958,9580,9580,9667.11728,9636.279895
959,9590,9590,9672.487746,9640.76397
960,9600,9600,9690.224853,9651.864666
961,9610,9610,9698.483719,9667.449103
962,9620,9620,9720.970973,9670.815982
963,9630,9630,9739.319395,9676.482543
964,9640,9640,9745.114185,9675.836056
965,9650,9650,9756.067846,9681.128499
966,9660,9660,9763.067729,9679.982167
967,9670,9670,9777.233822,9683.755337
968,9680,9680,9786.073153,9706.670957
969,9690,9690,9800.914731,9715.098698
970,9700,9700,9814.964792,9734.251558
971,9710,9710,9820.636067,9734.867238
972,9720,9720,9817.666,9749.42524
973,9730,9730,9826.459048,9755.397265
974,9740,9740,9829.858912,9769.094278
975,9750,9750,9837.384654,9761.715036
976,9760,9760,9862.621656,9764.56135
977,9770,9770,9875.312775,9777.178405
978,9780,9780,9886.979063,9787.170509
979,9790,9790,9890.069937,9794.463191
980,9800,9800,9903.267062,9814.338644
981,9810,9810,9911.982433,9825.591725
982,9820,9820,9919.733279,9830.232052
983,9830,9830,9932.750374,9848.566655
984,9840,9840,9947.413899,9868.847061
985,9850,9850,9953.499272,9868.458674
986,9860,9860,9967.078219,9884.581603
987,9870,9870,9974.3894,9900.585502
988,9880,9880,9981.937498,9909.815426
989,9890,9890,9991.202001,9923.284841
990,9900,9900,9999.089971,9936.550071
991,9910,9910,9999.396616,9945.674845
992,9920,9920,10000.02579,9961.295665
993,9930,9930,10011.52012,9981.269397
994,9940,9940,10022.00152,9994.975311
995,9950,9950,10023.5582,10012.18239
996,9960,9960,10029.23944,10035.98352
997,9970,9970,10045.06253,10048.91187
998,9980,9980,10059.61739,10055.55838
999,9990,9990,10069.85407,10064.97805
1000,10000,10000,10082.94244,10075.65418
1001,10010,10010,10089.38078,10085.63405
1002,10020,10020,10105.87627,10096.95218
1003,10030,10030,10109.66394,10102.05681
1004,10040,10040,10117.85107,10105.85915
1005,10050,10050,10129.81519,10114.39074
1006,10060,10060,10136.03045,10114.95561
1007,10070,10070,10157.63082,10128.25642
1008,10080,10080,10178.49085,10131.69544
1009,10090,10090,10185.14891,10141.47638
1010,10100,10100,10193.09943,10150.66141
1011,10110,10110,10196.67256,10158.43902
1012,10120,10120,10214.9703,10168.37968
1013,10130,10130,10238.45651,10177.9557
1014,10140,10140,10249.62423,10185.06735
1015,10150,10150,10255.89329,10191.03005
1016,10160,10160,10263.92794,10206.57529
1017,10170,10170,10264.557,10218.07188
1018,10180,10180,10275.63279,10230.58517
1019,10190,10190,10281.02124,10243.74158
1020,10200,10200,10288.90254,10249.51242
1021,10210,10210,10296.36478,10258.99544
1022,10220,10220,10301.18236,10268.97132
1023,10230,10230,10318.66307,10271.33786
1024,10240,10240,10326.02648,10283.39832
1025,10250,10250,10332.64679,10295.76232
1026,10260,10260,10341.29651,10292.19868
1027,10270,10270,10356.62248,10297.60735
1028,10280,10280,10372.4624,10310.06581
1029,10290,10290,10384.77162,10316.91568
1030,10300,10300,10392.33062,10325.23404
1031,10310,10310,10403.40383,10337.49791
1032,10320,10320,10409.70242,10346.85778
1033,10330,10330,10429.91197,10355.94956
1034,10340,10340,10430.09405,10365.04504
1035,10350,10350,10433.38621,10363.87005
1036,10360,10360,10444.38044,10380.0688
1037,10370,10370,10455.52786,10385.9972
1038,10380,10380,10468.50097,10398.69227
1039,10390,10390,10479.1793,10407.12039
1040,10400,10400,10493.37768,10418.56727
1041,10410,10410,10508.15202,10425.37514
1042,10420,10420,10513.83632,10433.95967
1043,10430,10430,10523.64933,10446.80269
1044,10440,10440,10532.66352,10461.8988
1045,10450,10450,10539.50466,10474.76051
1046,10460,10460,10560.33635,10481.77679
1047,10470,10470,10576.87355,10497.88909
1048,10480,10480,10594.53021,10501.2289
1049,10490,10490,10614.99221,10506.99047
1050,10500,10500,10619.52109,10521.50535
1051,10510,10510,10629.1128,10528.59671
1052,10520,10520,10634.52766,10533.09721
1053,10530,10530,10639.55397,10548.21
1054,10540,10540,10646.99156,10551.66995
1055,10550,10550,10664.04811,10557.28003
1056,10560,10560,10671.7923,10572.0482
1057,10570,10570,10685.20804,10583.34943
1058,10580,10580,10697.10586,10582.04043
1059,10590,10590,10711.04137,10592.1959
1060,10600,10600,10717.36116,10606.24421
1061,10610,10610,10726.6319,10611.24052
1062,10620,10620,10747.19992,10627.00927
1063,10630,10630,10754.76845,10634.8157
1064,10640,10640,10769.00344,10654.43689
1065,10650,10650,10788.51071,10664.8886
1066,10660,10660,10796.69752,10685.99237
1067,10670,10670,10795.3221,10686.40331
1068,10680,10680,10804.36383,10689.30781
1069,10690,10690,10821.56625,10700.86424
1070,10700,10700,10827.48081,10711.75054
1071,10710,10710,10843.02245,10731.01341
1072,10720,10720,10851.9195,10740.1035
1073,10730,10730,10856.35504,10752.11606
1074,10740,10740,10872.33279,10760.85177
1075,10750,10750,10889.76552,10765.69195
1076,10760,10760,10891.35736,10777.29665
1077,10770,10770,10909.99178,10782.36328
1078,10780,10780,10924.81324,10787.8822
1079,10790,10790,10936.86768,10796.60256
1080,10800,10800,10800.21337,10797.90362
1081,10810,10810,10818.00684,10819.03229
1082,10820,10820,10824.50594,10824.66304
1083,10830,10830,10835.39291,10834.30116
1084,10840,10840,10847.95049,10849.64591
1085,10850,10850,10847.16317,10862.657
1086,10860,10860,10864.20678,10854.88698
1087,10870,10870,10880.2726,10868.77883
1088,10880,10880,10903.15425,10869.21587
1089,10890,10890,10902.63547,10882.8624
1090,10900,10900,10901.66346,10894.07383
1091,10910,10910,10911.51594,10913.54326
1092,10920,10920,10923.98697,10918.96308
1093,10930,10930,10932.8296,10926.23142
1094,10940,10940,10943.67821,10929.54203
1095,10950,10950,10948.51553,10942.61748
1096,10960,10960,10958.70828,10951.29693
1097,10970,10970,10965.39118,10961.21677
1098,10980,10980,10970.87951,10964.53003
1099,10990,10990,10984.73776,10975.37918
1100,11000,11000,10988.98705,10981.41397
1101,11010,11010,10992.53344,10993.02324
1102,11020,11020,10999.2845,11002.41544
1103,11030,11030,11010.71569,11011.04511
1104,11040,11040,11025.8995,11015.12053
1105,11050,11050,11041.33205,11021.06934
1106,11060,11060,11040.9429,11026.92814
1107,11070,11070,11057.49552,11038.66789
1108,11080,11080,11069.5794,11049.54557
1109,11090,11090,11082.23354,11056.17881
1110,11100,11100,11080.85587,11061.29795
1111,11110,11110,11085.83743,11076.0762
1112,11120,11120,11099.89411,11087.16294
1113,11130,11130,11119.05082,11089.62857
1114,11140,11140,11128.25851,11104.31178
1115,11150,11150,11135.94702,11112.5113
1116,11160,11160,11139.59826,11125.28475
1117,11170,11170,11160.47579,11144.03234
1118,11180,11180,11187.2478,11146.26876
1119,11190,11190,11195.20907,11154.01754
1120,11200,11200,11204.27649,11167.91488
1121,11210,11210,11214.76525,11183.1278
1122,11220,11220,11217.84373,11195.14447
1123,11230,11230,11225.47731,11203.80604
1124,11240,11240,11244.73998,11207.51277
1125,11250,11250,11254.06664,11218.18406
1126,11260,11260,11258.1102,11240.77045
1127,11270,11270,11269.39658,11243.1903
1128,11280,11280,11284.19161,11246.26057
1129,11290,11290,11291.91296,11268.46743
1130,11300,11300,11300.7347,11272.80032
1131,11310,11310,11308.93968,11281.30418
1132,11320,11320,11326.22678,11288.55584
1133,11330,11330,11336.55637,11294.93512
1134,11340,11340,11349.79578,11304.15728
1135,11350,11350,11358.97193,11303.58574
1136,11360,11360,11368.48055,11307.24535
1137,11370,11370,11381.29526,11326.23821
1138,11380,11380,11400.93936,11338.89457
1139,11390,11390,11409.46652,11354.70598
1140,11400,11400,11431.49055,11366.77575
1141,11410,11410,11450.2353,11385.19545
1142,11420,11420,11453.78077,11384.83381
1143,11430,11430,11465.02016,11393.09318
1144,11440,11440,11474.78912,11395.76478
1145,11450,11450,11488.63738,11403.6544
1146,11460,11460,11498.1042,11413.39285
1147,11470,11470,11512.58364,11431.83869
1148,11480,11480,11517.16299,11435.79841
1149,11490,11490,11529.10256,11434.73145
1150,11500,11500,11546.48896,11446.92117
1151,11510,11510,11560.50872,11458.83854
1152,11520,11520,11573.39371,11469.70886
1153,11530,11530,11579.05319,11476.21634
1154,11540,11540,11590.36729,11488.05241
1155,11550,11550,11605.62348,11493.94974
1156,11560,11560,11612.52389,11509.77099
1157,11570,11570,11619.97842,11510.02838
1158,11580,11580,11626.53475,11520.39006
1159,11590,11590,11636.77795,11529.32323
1160,11600,11600,11641.22106,11545.88546
1161,11610,11610,11660.68039,11559.50541
1162,11620,11620,11671.17124,11565.8086
1163,11630,11630,11679.138,11574.54655
1164,11640,11640,11693.39097,11594.66235
1165,11650,11650,11707.19547,11595.16235
1166,11660,11660,11708.60115,11606.67894
1167,11670,11670,11718.39855,11618.20111
1168,11680,11680,11723.16542,11629.54135
1169,11690,11690,11747.13795,11633.54783
1170,11700,11700,11746.63451,11640.30873
1171,11710,11710,11758.46415,11653.85601
1172,11720,11720,11768.45527,11663.08647
1173,11730,11730,11781.63761,11668.93488
1174,11740,11740,11790.30963,11689.1601
1175,11750,11750,11799.79819,11699.06296
1176,11760,11760,11808.17975,11693.25708
1177,11770,11770,11826.13267,11703.0312
1178,11780,11780,11840.13208,11723.24557
1179,11790,11790,11853.04727,11726.31743
1180,11800,11800,11872.72384,11730.11876
1181,11810,11810,11890.57095,11739.90791
1182,11820,11820,11893.66842,11756.18888
1183,11830,11830,11902.79025,11765.98664
1184,11840,11840,11919.56839,11780.70215
1185,11850,11850,11926.86019,11793.90475
1186,11860,11860,11941.20431,11800.05024
1187,11870,11870,11949.46416,11807.12329
1188,11880,11880,11967.15672,11813.77423
1189,11890,11890,11975.09492,11821.72899
1190,11900,11900,11982.96152,11835.28293
1191,11910,11910,11994.64896,11840.07812
1192,11920,11920,12005.01523,11843.10952
1193,11930,11930,12022.97365,11849.97569
1194,11940,11940,12035.42897,11868.88902
1195,11950,11950,12043.72131,11882.03395
1196,11960,11960,12052.172,11887.02635
1197,11970,11970,12073.56077,11893.87114
1198,11980,11980,12087.98348,11907.66704
1199,11990,11990,12096.15048,11914.28153
1200,12000,12000,12099.67409,11932.4614
1201,12010,12010,12107.30657,11947.74276
1202,12020,12020,12120.19758,11959.26133
1203,12030,12030,12134.62502,11973.01942
1204,12040,12040,12143.03752,11978.00559
1205,12050,12050,12152.69148,11992.73228
1206,12060,12060,12161.82708,12005.17337
1207,12070,12070,12171.35904,12020.14958
1208,12080,12080,12185.08856,12023.38302
1209,12090,12090,12194.72566,12030.0683
1210,12100,12100,12206.03614,12041.10429
1211,12110,12110,12220.70595,12052.44541
1212,12120,12120,12227.50877,12062.92768
1213,12130,12130,12231.20006,12069.3864
1214,12140,12140,12235.28405,12082.34191
1215,12150,12150,12245.51764,12092.57594
1216,12160,12160,12251.54429,12102.97078
1217,12170,12170,12262.31871,12103.72941
1218,12180,12180,12274.21529,12119.22797
1219,12190,12190,12284.27836,12129.37832
1220,12200,12200,12302.26131,12138.83111
1221,12210,12210,12315.89999,12149.35729
1222,12220,12220,12326.19494,12157.04106
1223,12230,12230,12343.52863,12168.10205
1224,12240,12240,12347.79085,12182.43984
1225,12250,12250,12345.30358,12185.57223
1226,12260,12260,12363.11755,12196.31114
1227,12270,12270,12366.11477,12197.91387
1228,12280,12280,12369.97898,12211.90924
1229,12290,12290,12383.89106,12216.74344
1230,12300,12300,12398.84679,12228.55986
1231,12310,12310,12408.592,12239.88344
1232,12320,12320,12425.52168,12249.77518
1233,12330,12330,12429.01591,12266.45272
1234,12340,12340,12424.7122,12277.48419
1235,12350,12350,12428.14211,12285.18558
1236,12360,12360,12434.98964,12296.75837
1237,12370,12370,12445.54159,12312.33428
1238,12380,12380,12457.59445,12321.70987
1239,12390,12390,12461.57175,12322.31994
1240,12400,12400,12465.13001,12328.93073
1241,12410,12410,12468.68761,12336.2225
1242,12420,12420,12479.45741,12348.26084
1243,12430,12430,12487.80202,12354.32994
1244,12440,12440,12487.932,12366.10453
1245,12450,12450,12495.57265,12383.38957
1246,12460,12460,12506.2768,12385.2355
1247,12470,12470,12522.42367,12397.82839
1248,12480,12480,12527.07589,12404.46647
1249,12490,12490,12535.48071,12416.52223
1250,12500,12500,12546.30872,12427.19626
1251,12510,12510,12557.77232,12444.51129
1252,12520,12520,12575.30208,12449.61146
1253,12530,12530,12583.71773,12465.69809
1254,12540,12540,12594.0423,12481.3008
1255,12550,12550,12595.73322,12492.70423
1256,12560,12560,12604.6176,12497.23644
1257,12570,12570,12606.20153,12506.29343
1258,12580,12580,12615.5687,12513.08232
1259,12590,12590,12624.63619,12529.50629
1260,12600,12600,12585.66867,12589.9402
1261,12610,12610,12595.00338,12604.95369
1262,12620,12620,12608.10099,12616.47473
1263,12630,12630,12622.35535,12625.20791
1264,12640,12640,12625.4021,12637.16055
1265,12650,12650,12634.49377,12650.94297
1266,12660,12660,12654.80162,12657.8536
1267,12670,12670,12655.90196,12667.60806
1268,12680,12680,12671.14937,12675.05418
1269,12690,12690,12671.10213,12681.25876
1270,12700,12700,12682.56509,12690.18458
1271,12710,12710,12697.2899,12701.17049
1272,12720,12720,12707.91554,12708.1993
1273,12730,12730,12727.20275,12711.67277
1274,12740,12740,12730.24062,12720.32795
1275,12750,12750,12731.64223,12732.92177
1276,12760,12760,12739.51219,12737.91524
1277,12770,12770,12745.99523,12751.98266
1278,12780,12780,12758.39254,12761.86259
1279,12790,12790,12772.12456,12775.93302
1280,12800,12800,12784.1139,12786.46492
1281,12810,12810,12802.47028,12793.18587
1282,12820,12820,12810.67913,12804.72254
1283,12830,12830,12822.4275,12814.47376
1284,12840,12840,12832.52723,12817.43583
1285,12850,12850,12835.17757,12833.21964
1286,12860,12860,12849.11691,12836.80241
1287,12870,12870,12858.28087,12856.50765
1288,12880,12880,12871.48506,12865.12619
1289,12890,12890,12885.59028,12879.2624
1290,12900,12900,12895.52573,12886.05637
1291,12910,12910,12896.08349,12887.20368
1292,12920,12920,12906.92116,12897.87917
1293,12930,12930,12918.77843,12915.6578
1294,12940,12940,12934.51064,12926.1512
1295,12950,12950,12944.30851,12935.58334
1296,12960,12960,12956.02953,12950.00456
1297,12970,12970,12958.86015,12959.77165
1298,12980,12980,12963.58819,12974.69659
1299,12990,12990,12974.4765,12973.04866
1300,13000,13000,12987.40522,12993.12199
1301,13010,13010,12994.52023,13003.0333
1302,13020,13020,13003.98855,13010.71161
1303,13030,13030,13007.86807,13022.69017
1304,13040,13040,13019.17701,13037.31922
1305,13050,13050,13021.61607,13045.21568
1306,13060,13060,13030.00809,13047.40708
1307,13070,13070,13043.21257,13052.02986
1308,13080,13080,13053.90756,13053.89168
1309,13090,13090,13059.00677,13069.44691
1310,13100,13100,13064.40818,13071.75475
1311,13110,13110,13072.90849,13080.46576
1312,13120,13120,13091.81983,13084.01069
1313,13130,13130,13096.04789,13079.54157
1314,13140,13140,13104.76377,13088.93217
1315,13150,13150,13116.50679,13100.05134
1316,13160,13160,13132.93275,13100.41621
1317,13170,13170,13141.45001,13120.62035
1318,13180,13180,13137.46444,13137.25071
1319,13190,13190,13147.65447,13147.27981
1320,13200,13200,13144.46772,13169.50548
1321,13210,13210,13153.04425,13180.21245
1322,13220,13220,13164.03006,13197.10168
1323,13230,13230,13172.31356,13210.65462
1324,13240,13240,13187.27602,13218.12092
1325,13250,13250,13196.41143,13234.47269
1326,13260,13260,13206.1801,13238.49937
1327,13270,13270,13219.70547,13251.0297
1328,13280,13280,13222.27078,13255.80723
1329,13290,13290,13229.87771,13252.13947
1330,13300,13300,13237.51562,13265.51512
1331,13310,13310,13251.15603,13273.05133
1332,13320,13320,13263.82922,13279.28963
1333,13330,13330,13263.66905,13286.78132
1334,13340,13340,13273.02173,13299.65183
1335,13350,13350,13280.75922,13308.40231
1336,13360,13360,13289.71531,13324.24409
1337,13370,13370,13308.93376,13338.51982
1338,13380,13380,13322.01523,13357.23749
1339,13390,13390,13322.62092,13375.47574
1340,13400,13400,13325.71931,13384.35142
1341,13410,13410,13324.86169,13402.45045
1342,13420,13420,13335.31166,13411.78049
1343,13430,13430,13342.96459,13426.47142
1344,13440,13440,13358.42536,13433.55702
1345,13450,13450,13373.53525,13442.63845
1346,13460,13460,13383.87316,13443.03051
1347,13470,13470,13398.59637,13453.70933
1348,13480,13480,13414.72307,13466.17196
1349,13490,13490,13433.08608,13469.67509
1350,13500,13500,13434.07686,13476.5369
1351,13510,13510,13434.58122,13487.06065
1352,13520,13520,13446.03828,13496.16725
1353,13530,13530,13459.62067,13508.18998
1354,13540,13540,13476.2363,13519.74688
1355,13550,13550,13496.01977,13530.10158
1356,13560,13560,13499.7372,13541.92056
1357,13570,13570,13509.54044,13541.83235
1358,13580,13580,13516.80767,13538.85585
1359,13590,13590,13529.16436,13550.20642
1360,13600,13600,13533.32728,13559.76893
1361,13610,13610,13549.72897,13566.62278
1362,13620,13620,13560.97837,13589.31325
1363,13630,13630,13564.05326,13597.42554
1364,13640,13640,13577.54469,13611.62378
1365,13650,13650,13590.84916,13619.86385
1366,13660,13660,13603.14987,13627.8476
1367,13670,13670,13623.5601,13641.93847
1368,13680,13680,13629.53506,13650.29047
1369,13690,13690,13640.74278,13662.92309
1370,13700,13700,13647.52954,13690.95547
1371,13710,13710,13655.37215,13701.3379
1372,13720,13720,13666.96667,13714.19446
1373,13730,13730,13676.9067,13721.41726
1374,13740,13740,13684.73576,13738.46676
1375,13750,13750,13693.69796,13744.29205
1376,13760,13760,13697.11135,13764.28617
1377,13770,13770,13698.31785,13781.32346
1378,13780,13780,13711.31788,13791.09807
1379,13790,13790,13721.08342,13795.48037
1380,13800,13800,13729.18768,13805.18385
1381,13810,13810,13735.16468,13812.41412
1382,13820,13820,13750.2319,13816.1241
1383,13830,13830,13755.88924,13828.29832
1384,13840,13840,13770.39103,13842.96494
1385,13850,13850,13778.60934,13857.39037
1386,13860,13860,13798.48285,13862.39257
